event_id,event_seq,shift_hour_at_event,hours_remaining_in_shift,rul_numeric,kpi_score,n_kpi_bad,recent_temp_dev_c,recent_vibration_mm_s,recent_waste_kg_last_hour,recent_oee_pct,operator_skill_level,on_hold_inventory_kg_current,action_freq_same_situation_2w,action_freq_same_situation_2m,action_success_rate_2m,status,criticality,asset_type,qc_nogo,plant,state,action_id,t_resolve_min,unplanned_downtime_remaining_shift_min,waste_kg_remaining_shift,temp_deviation_c_avg,vibration_mm_s_avg,production_goal_pct_remaining,true_efficiency_pct_remaining,consumer_complaints_expected,quality_ok_pct_remaining,operator_satisfaction_1_5,on_hold_inventory_kg_generated,weighted_kpi_impact
EV-00044,44,7,1,1096.6,83.4,0,0.6,1.18,10.2,85.7,3,82.1,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-East,PA,1,33.126,35.45,20.681,0.493,0.91,81.264,86.53,0.404,94.617,3.991,125.399,0.8939
EV-00044,44,7,1,1096.6,83.4,0,0.6,1.18,10.2,85.7,3,82.1,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-East,PA,2,60.013,70.292,38.631,0.497,0.962,68.044,70.823,0.482,88.731,3.124,79.523,0.809
EV-00044,44,7,1,1096.6,83.4,0,0.6,1.18,10.2,85.7,3,82.1,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-East,PA,4,11.473,15.957,15.15,0.607,1.189,86.76,77.439,0.924,91.641,3.4,7.008,0.9032
EV-00044,44,7,1,1096.6,83.4,0,0.6,1.18,10.2,85.7,3,82.1,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-East,PA,6,17.276,0.571,5.848,0.453,0.922,65.994,63.39,0.51,96.608,2.235,0.469,0.8542
EV-00045,45,3,5,34.3,61.4,1,1.52,2.59,33.0,57.6,3,59.6,0.0,0.0,0.5,Failure Predicted,Medium,Weigher,0,Vancouver,WA,1,44.954,71.478,92.575,1.329,1.945,78.406,76.201,0.942,96.354,3.352,147.321,0.833
EV-00045,45,3,5,34.3,61.4,1,1.52,2.59,33.0,57.6,3,59.6,0.0,0.0,0.5,Failure Predicted,Medium,Weigher,0,Vancouver,WA,2,34.184,41.182,60.994,1.04,2.26,68.793,75.663,0.184,93.461,3.778,59.958,0.8506
EV-00045,45,3,5,34.3,61.4,1,1.52,2.59,33.0,57.6,3,59.6,0.0,0.0,0.5,Failure Predicted,Medium,Weigher,0,Vancouver,WA,3,10.0,54.176,34.268,1.284,2.32,63.518,67.557,1.176,94.508,4.188,23.113,0.8525
EV-00045,45,3,5,34.3,61.4,1,1.52,2.59,33.0,57.6,3,59.6,0.0,0.0,0.5,Failure Predicted,Medium,Weigher,0,Vancouver,WA,4,17.343,11.769,138.001,1.49,2.369,77.391,79.551,1.068,93.284,3.769,49.619,0.8736
EV-00045,45,3,5,34.3,61.4,1,1.52,2.59,33.0,57.6,3,59.6,0.0,0.0,0.5,Failure Predicted,Medium,Weigher,0,Vancouver,WA,5,51.119,51.119,103.402,1.368,2.331,55.548,62.447,0.657,89.352,3.511,60.054,0.7863
EV-00045,45,3,5,34.3,61.4,1,1.52,2.59,33.0,57.6,3,59.6,0.0,0.0,0.5,Failure Predicted,Medium,Weigher,0,Vancouver,WA,6,21.104,5.96,105.35,1.237,2.252,60.801,78.112,0.409,94.88,3.153,27.982,0.8518
EV-00045,45,3,5,34.3,61.4,1,1.52,2.59,33.0,57.6,3,59.6,0.0,0.0,0.5,Failure Predicted,Medium,Weigher,0,Vancouver,WA,7,105.576,125.388,159.131,0.608,1.036,54.851,60.163,0.0,98.834,2.967,257.514,0.7148
EV-00046,46,1,7,1073.7,85.5,0,1.46,0.63,3.3,82.2,3,98.1,0.0,1.0,1.0,Working,High,Case Line,0,Beloit,WI,0,0.0,17.538,24.338,1.665,0.752,95.059,85.94,0.189,94.643,3.811,49.908,0.9406
EV-00046,46,1,7,1073.7,85.5,0,1.46,0.63,3.3,82.2,3,98.1,0.0,0.0,0.5,Working,High,Case Line,0,Beloit,WI,1,43.613,33.352,14.066,1.335,0.553,78.041,81.93,0.104,97.815,3.525,39.166,0.8779
EV-00046,46,1,7,1073.7,85.5,0,1.46,0.63,3.3,82.2,3,98.1,0.0,0.0,0.5,Working,High,Case Line,0,Beloit,WI,2,61.557,100.963,66.949,1.295,0.402,71.425,78.839,0.597,98.553,3.244,73.156,0.8173
EV-00046,46,1,7,1073.7,85.5,0,1.46,0.63,3.3,82.2,3,98.1,0.0,0.0,0.5,Working,High,Case Line,0,Beloit,WI,4,14.174,8.888,2.99,1.471,0.62,82.936,73.722,0.754,98.894,2.851,20.572,0.8952
EV-00046,46,1,7,1073.7,85.5,0,1.46,0.63,3.3,82.2,3,98.1,0.0,0.0,0.5,Working,High,Case Line,0,Beloit,WI,6,21.189,15.843,0.0,1.061,0.523,61.502,69.604,0.6,97.237,4.122,46.749,0.871
EV-00047,47,6,2,-1.0,31.8,4,10.6,0.05,30.8,46.5,2,198.7,0.0,0.0,0.5,Breakdown,Medium,Seasoning Train,0,Frito-Lay-East,PA,2,34.19,75.962,58.979,8.767,0.026,52.096,64.666,0.343,96.234,3.452,147.081,0.7914
EV-00047,47,6,2,-1.0,31.8,4,10.6,0.05,30.8,46.5,2,198.7,0.0,0.0,0.5,Breakdown,Medium,Seasoning Train,0,Frito-Lay-East,PA,3,23.053,154.469,71.905,10.499,0.045,65.849,61.507,0.606,96.888,3.121,68.566,0.7797
EV-00047,47,6,2,-1.0,31.8,4,10.6,0.05,30.8,46.5,2,198.7,0.0,1.0,1.0,Breakdown,Medium,Seasoning Train,0,Frito-Lay-East,PA,5,61.693,74.723,108.388,9.54,0.045,59.328,60.29,0.279,87.444,2.702,89.317,0.753
EV-00047,47,6,2,-1.0,31.8,4,10.6,0.05,30.8,46.5,2,198.7,0.0,0.0,0.5,Breakdown,Medium,Seasoning Train,0,Frito-Lay-East,PA,7,74.167,84.236,129.235,4.24,0.02,77.375,68.719,0.461,97.448,2.459,313.262,0.7802
EV-00048,48,1,7,-1.0,10.6,2,8.49,1.59,38.8,59.2,3,284.6,0.0,0.0,0.5,Breakdown,Medium,Thermal Oil,0,Topeka,KS,2,61.653,82.12,68.907,6.602,0.861,64.35,78.313,0.01,91.226,3.066,111.313,0.7951
EV-00048,48,1,7,-1.0,10.6,2,8.49,1.59,38.8,59.2,3,284.6,0.0,0.0,0.5,Breakdown,Medium,Thermal Oil,0,Topeka,KS,3,25.86,86.142,2.46,7.123,1.546,70.597,60.871,0.231,96.675,3.262,126.028,0.8181
EV-00048,48,1,7,-1.0,10.6,2,8.49,1.59,38.8,59.2,3,284.6,0.0,0.0,0.5,Breakdown,Medium,Thermal Oil,0,Topeka,KS,5,21.804,38.111,159.048,7.641,1.431,61.21,52.105,1.109,86.318,2.852,146.97,0.7759
EV-00048,48,1,7,-1.0,10.6,2,8.49,1.59,38.8,59.2,3,284.6,0.0,0.0,0.5,Breakdown,Medium,Thermal Oil,0,Topeka,KS,7,96.23,110.449,189.369,3.396,0.636,76.299,72.156,0.109,96.808,3.166,418.323,0.757
EV-00049,49,2,6,91.7,64.9,3,3.7,2.94,34.9,71.4,4,168.3,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Killingly,CT,1,18.957,41.028,119.11,3.107,2.169,65.948,71.394,0.422,94.648,3.987,63.239,0.8444
EV-00049,49,2,6,91.7,64.9,3,3.7,2.94,34.9,71.4,4,168.3,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Killingly,CT,2,66.856,109.814,10.872,2.374,2.6,82.338,71.984,0.594,97.138,3.898,60.6,0.8212
EV-00049,49,2,6,91.7,64.9,3,3.7,2.94,34.9,71.4,4,168.3,0.0,0.5,1.0,Failure Predicted,Medium,Thermal Oil,0,Killingly,CT,3,23.465,97.556,46.502,3.557,2.932,66.651,60.331,0.847,96.138,3.301,108.237,0.8048
EV-00049,49,2,6,91.7,64.9,3,3.7,2.94,34.9,71.4,4,168.3,0.0,0.5,1.0,Failure Predicted,Medium,Thermal Oil,0,Killingly,CT,4,8.007,53.007,173.512,3.75,3.017,68.762,68.559,0.171,92.573,3.654,50.865,0.8338
EV-00049,49,2,6,91.7,64.9,3,3.7,2.94,34.9,71.4,4,168.3,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Killingly,CT,5,61.393,73.389,140.296,3.33,2.646,52.074,41.082,0.594,87.984,3.793,167.839,0.7313
EV-00049,49,2,6,91.7,64.9,3,3.7,2.94,34.9,71.4,4,168.3,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Killingly,CT,7,84.286,104.315,208.281,1.48,1.176,67.675,64.838,0.027,94.803,3.149,554.108,0.7427
EV-00050,50,4,4,74.3,40.8,3,7.69,3.73,23.8,67.3,5,50.1,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Dallas,TX,1,43.777,42.263,57.88,6.978,2.694,76.028,69.413,0.075,97.211,4.529,89.392,0.8442
EV-00050,50,4,4,74.3,40.8,3,7.69,3.73,23.8,67.3,5,50.1,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Dallas,TX,2,63.276,63.276,94.036,6.69,2.145,76.976,74.052,0.563,91.877,3.366,169.08,0.8038
EV-00050,50,4,4,74.3,40.8,3,7.69,3.73,23.8,67.3,5,50.1,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Dallas,TX,3,28.526,89.584,36.066,7.145,3.046,61.824,55.327,0.483,92.251,3.702,36.537,0.7907
EV-00050,50,4,4,74.3,40.8,3,7.69,3.73,23.8,67.3,5,50.1,0.0,1.0,1.0,Failure Predicted,Medium,Fryer,0,Dallas,TX,4,16.959,32.551,86.989,7.254,3.187,86.369,70.395,0.807,94.194,3.988,85.254,0.8636
EV-00050,50,4,4,74.3,40.8,3,7.69,3.73,23.8,67.3,5,50.1,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Dallas,TX,5,33.417,48.48,40.382,3.845,1.119,78.11,77.099,0.488,95.127,4.268,54.554,0.8694
EV-00050,50,4,4,74.3,40.8,3,7.69,3.73,23.8,67.3,5,50.1,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Dallas,TX,7,109.555,109.555,166.9,3.076,1.492,74.003,55.074,0.234,99.581,3.272,458.985,0.7263
EV-00051,51,4,4,658.6,66.2,0,1.03,0.28,1.5,78.5,5,148.4,0.0,1.0,1.0,Working,Medium,Palletizer,0,Frito-Lay-West,AZ,0,0.0,13.638,5.705,0.998,0.275,96.36,88.86,0.702,96.853,4.515,5.532,0.9615
EV-00051,51,4,4,658.6,66.2,0,1.03,0.28,1.5,78.5,5,148.4,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-West,AZ,1,36.325,23.751,0.0,0.791,0.203,87.11,78.231,0.688,90.63,3.923,58.67,0.8937
EV-00051,51,4,4,658.6,66.2,0,1.03,0.28,1.5,78.5,5,148.4,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-West,AZ,2,58.549,101.865,69.097,0.827,0.205,75.615,75.904,0.977,88.102,3.322,80.63,0.813
EV-00051,51,4,4,658.6,66.2,0,1.03,0.28,1.5,78.5,5,148.4,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-West,AZ,4,7.881,19.656,0.134,0.968,0.283,73.502,74.546,0.876,95.34,3.567,42.702,0.8925
EV-00051,51,4,4,658.6,66.2,0,1.03,0.28,1.5,78.5,5,148.4,0.0,0.0,0.5,Working,Medium,Palletizer,0,Frito-Lay-West,AZ,6,14.685,8.866,0.0,0.911,0.201,62.473,64.081,0.283,100.0,2.914,31.592,0.8633
EV-00052,52,7,1,501.8,76.5,0,0.15,0.52,10.4,86.7,3,175.8,1.0,1.0,1.0,Working,Low,Case Packer,0,Frito-Lay-West,AZ,0,0.0,9.926,9.836,0.169,0.525,94.543,89.731,0.483,97.216,4.157,7.07,0.9586
EV-00052,52,7,1,501.8,76.5,0,0.15,0.52,10.4,86.7,3,175.8,0.0,0.0,0.5,Working,Low,Case Packer,0,Frito-Lay-West,AZ,1,41.621,59.985,0.0,0.124,0.368,90.521,78.616,0.362,94.205,3.829,11.141,0.888
EV-00052,52,7,1,501.8,76.5,0,0.15,0.52,10.4,86.7,3,175.8,0.0,0.0,0.5,Working,Low,Case Packer,0,Frito-Lay-West,AZ,2,36.371,52.895,40.785,0.124,0.412,73.93,75.609,0.811,91.839,3.093,107.528,0.8479
EV-00052,52,7,1,501.8,76.5,0,0.15,0.52,10.4,86.7,3,175.8,0.0,0.0,0.5,Working,Low,Case Packer,0,Frito-Lay-West,AZ,4,14.948,15.469,0.0,0.13,0.461,90.946,74.415,0.533,96.001,3.526,39.732,0.914
EV-00052,52,7,1,501.8,76.5,0,0.15,0.52,10.4,86.7,3,175.8,0.0,0.0,0.5,Working,Low,Case Packer,0,Frito-Lay-West,AZ,6,19.992,0.0,31.523,0.108,0.393,53.115,68.094,0.0,97.731,2.928,27.285,0.8519
EV-00053,53,0,8,217.2,47.9,1,6.31,0.72,21.8,75.4,4,86.4,0.0,0.333,1.0,Failure Predicted,Medium,Thermal Oil,0,Vancouver,WA,1,53.283,57.904,100.352,5.013,0.665,82.721,65.687,0.601,99.618,3.512,103.845,0.8276
EV-00053,53,0,8,217.2,47.9,1,6.31,0.72,21.8,75.4,4,86.4,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Vancouver,WA,2,52.771,130.063,37.434,4.201,0.63,74.447,70.107,0.645,96.023,4.153,54.375,0.8144
EV-00053,53,0,8,217.2,47.9,1,6.31,0.72,21.8,75.4,4,86.4,0.0,0.333,1.0,Failure Predicted,Medium,Thermal Oil,0,Vancouver,WA,3,19.709,50.3,18.824,6.185,0.63,76.536,75.286,1.176,97.427,3.409,38.376,0.8626
EV-00053,53,0,8,217.2,47.9,1,6.31,0.72,21.8,75.4,4,86.4,0.0,0.333,1.0,Failure Predicted,Medium,Thermal Oil,0,Vancouver,WA,4,18.098,19.362,143.323,6.59,0.618,75.88,76.974,0.47,90.858,3.36,75.27,0.8557
EV-00053,53,0,8,217.2,47.9,1,6.31,0.72,21.8,75.4,4,86.4,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Vancouver,WA,5,65.696,72.753,83.231,5.679,0.648,54.342,44.763,1.436,85.478,2.628,117.594,0.7253
EV-00053,53,0,8,217.2,47.9,1,6.31,0.72,21.8,75.4,4,86.4,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Vancouver,WA,7,123.807,156.511,195.117,2.524,0.288,60.788,60.519,0.371,97.339,2.67,360.371,0.6835
EV-00054,54,3,5,-1.0,26.2,2,5.87,1.69,53.1,57.7,3,183.2,0.0,0.0,0.5,Breakdown,Medium,Fryer,1,Killingly,CT,2,56.557,76.514,85.448,4.871,0.912,51.742,53.894,0.047,97.61,3.465,91.352,0.7668
EV-00054,54,3,5,-1.0,26.2,2,5.87,1.69,53.1,57.7,3,183.2,0.0,0.0,0.5,Breakdown,Medium,Fryer,1,Killingly,CT,3,35.858,49.382,71.343,5.691,1.601,71.906,63.473,0.615,89.514,3.535,54.14,0.8194
EV-00054,54,3,5,-1.0,26.2,2,5.87,1.69,53.1,57.7,3,183.2,0.0,0.0,0.5,Breakdown,Medium,Fryer,1,Killingly,CT,5,53.567,64.19,82.795,5.283,1.521,75.14,49.463,1.115,89.168,2.386,159.37,0.7683
EV-00054,54,3,5,-1.0,26.2,2,5.87,1.69,53.1,57.7,3,183.2,0.0,0.0,0.5,Breakdown,Medium,Fryer,1,Killingly,CT,7,111.086,124.718,130.747,2.348,0.676,76.593,77.948,0.244,96.786,2.827,348.198,0.7547
EV-00055,55,7,1,313.5,81.4,0,1.68,3.38,7.1,73.2,1,143.4,0.0,1.0,1.0,Working,Low,Weigher,0,Vancouver,WA,0,0.0,14.897,7.249,1.535,3.261,90.824,91.824,0.0,97.971,4.685,32.91,0.952
EV-00055,55,7,1,313.5,81.4,0,1.68,3.38,7.1,73.2,1,143.4,0.0,0.0,0.5,Working,Low,Weigher,0,Vancouver,WA,1,49.801,52.811,0.0,1.585,2.837,82.736,86.813,0.553,92.768,2.832,88.284,0.8561
EV-00055,55,7,1,313.5,81.4,0,1.68,3.38,7.1,73.2,1,143.4,0.0,0.0,0.5,Working,Low,Weigher,0,Vancouver,WA,2,69.118,138.164,73.463,1.391,2.614,71.555,54.279,0.228,97.213,3.321,132.199,0.7617
EV-00055,55,7,1,313.5,81.4,0,1.68,3.38,7.1,73.2,1,143.4,0.0,0.0,0.5,Working,Low,Weigher,0,Vancouver,WA,4,13.945,36.488,0.0,1.539,3.434,86.436,66.775,0.77,90.26,2.907,6.829,0.8674
EV-00055,55,7,1,313.5,81.4,0,1.68,3.38,7.1,73.2,1,143.4,0.0,0.0,0.5,Working,Low,Weigher,0,Vancouver,WA,6,16.637,10.657,0.0,1.252,2.411,62.844,73.182,0.379,98.278,3.706,29.495,0.8727
EV-00056,56,1,7,1017.0,66.9,1,0.87,1.51,11.2,82.9,1,156.3,0.0,1.0,1.0,Working,Medium,Weigher,0,Modesto,CA,0,0.0,13.039,72.209,0.8,1.427,91.522,85.12,0.0,97.886,3.978,36.182,0.936
EV-00056,56,1,7,1017.0,66.9,1,0.87,1.51,11.2,82.9,1,156.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,1,37.413,62.41,2.736,0.667,1.262,73.655,69.62,0.724,98.622,3.779,56.817,0.853
EV-00056,56,1,7,1017.0,66.9,1,0.87,1.51,11.2,82.9,1,156.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,2,98.997,123.318,89.046,0.538,1.048,65.675,75.839,0.447,92.699,3.705,0.728,0.771
EV-00056,56,1,7,1017.0,66.9,1,0.87,1.51,11.2,82.9,1,156.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,3,22.156,72.856,18.145,0.83,1.372,70.356,76.365,0.0,95.939,4.164,78.942,0.8679
EV-00056,56,1,7,1017.0,66.9,1,0.87,1.51,11.2,82.9,1,156.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,4,17.677,6.683,50.1,0.901,1.512,90.658,82.182,0.829,90.673,2.899,54.939,0.8986
EV-00056,56,1,7,1017.0,66.9,1,0.87,1.51,11.2,82.9,1,156.3,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,6,15.377,0.0,43.627,0.753,1.125,67.001,61.266,0.191,95.107,2.771,23.456,0.855
EV-00057,57,3,5,188.0,51.3,2,1.96,4.52,10.6,70.6,4,93.7,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Modesto,CA,1,50.103,45.147,1.775,1.907,3.958,76.991,72.52,0.631,100.0,3.244,106.575,0.8393
EV-00057,57,3,5,188.0,51.3,2,1.96,4.52,10.6,70.6,4,93.7,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Modesto,CA,2,31.512,61.332,81.708,1.07,3.865,63.425,68.144,0.0,90.379,3.859,58.405,0.8214
EV-00057,57,3,5,188.0,51.3,2,1.96,4.52,10.6,70.6,4,93.7,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Modesto,CA,3,27.022,63.167,73.07,1.628,4.498,69.521,71.509,0.36,92.394,2.918,0.0,0.8236
EV-00057,57,3,5,188.0,51.3,2,1.96,4.52,10.6,70.6,4,93.7,0.0,1.0,1.0,Failure Predicted,High,Weigher,0,Modesto,CA,4,7.931,32.997,18.586,2.023,4.178,72.654,77.61,0.741,94.646,3.881,15.368,0.878
EV-00057,57,3,5,188.0,51.3,2,1.96,4.52,10.6,70.6,4,93.7,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Modesto,CA,5,26.971,26.971,45.196,0.98,1.356,91.349,75.69,0.42,96.738,3.642,51.57,0.8952
EV-00057,57,3,5,188.0,51.3,2,1.96,4.52,10.6,70.6,4,93.7,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Modesto,CA,6,14.897,14.316,22.781,1.618,3.365,58.681,74.907,0.149,95.647,2.737,37.61,0.8494
EV-00057,57,3,5,188.0,51.3,2,1.96,4.52,10.6,70.6,4,93.7,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Modesto,CA,7,88.932,105.303,163.158,0.784,1.808,64.979,68.298,0.167,97.082,2.769,195.469,0.7504
EV-00058,58,1,7,143.4,63.4,1,7.91,2.22,25.4,52.7,4,84.5,0.0,0.25,1.0,Failure Predicted,Medium,Thermal Oil,0,Modesto,CA,1,52.072,52.652,62.849,7.219,2.15,85.817,67.043,0.384,93.205,3.526,60.253,0.8286
EV-00058,58,1,7,143.4,63.4,1,7.91,2.22,25.4,52.7,4,84.5,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Modesto,CA,2,66.424,101.323,55.272,5.561,1.653,71.347,69.39,0.298,91.758,2.963,33.943,0.7844
EV-00058,58,1,7,143.4,63.4,1,7.91,2.22,25.4,52.7,4,84.5,0.0,0.5,1.0,Failure Predicted,Medium,Thermal Oil,0,Modesto,CA,3,27.949,55.133,36.769,7.819,1.958,57.295,75.51,0.376,95.618,3.06,106.204,0.8165
EV-00058,58,1,7,143.4,63.4,1,7.91,2.22,25.4,52.7,4,84.5,0.0,0.25,1.0,Failure Predicted,Medium,Thermal Oil,0,Modesto,CA,4,11.364,11.262,183.942,7.031,2.035,70.253,68.855,0.668,93.202,3.451,19.132,0.8392
EV-00058,58,1,7,143.4,63.4,1,7.91,2.22,25.4,52.7,4,84.5,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Modesto,CA,5,35.388,46.909,146.066,7.119,1.998,52.46,59.754,1.362,83.442,2.64,108.561,0.7561
EV-00058,58,1,7,143.4,63.4,1,7.91,2.22,25.4,52.7,4,84.5,0.0,0.0,0.5,Failure Predicted,Medium,Thermal Oil,0,Modesto,CA,7,89.935,125.4,92.719,3.164,0.888,64.355,58.833,0.275,97.368,4.141,116.672,0.7568
EV-00059,59,7,1,217.5,47.9,3,3.27,10.81,21.9,43.6,5,135.0,0.0,0.0,0.5,Failure Predicted,Medium,Conveyor,0,Beloit,WI,1,29.486,40.113,24.957,3.134,8.204,68.881,66.378,0.313,95.103,3.818,71.268,0.8248
EV-00059,59,7,1,217.5,47.9,3,3.27,10.81,21.9,43.6,5,135.0,0.0,0.0,0.5,Failure Predicted,Medium,Conveyor,0,Beloit,WI,2,48.773,48.813,67.454,2.243,8.663,74.974,66.147,0.58,91.123,3.219,39.919,0.7989
EV-00059,59,7,1,217.5,47.9,3,3.27,10.81,21.9,43.6,5,135.0,0.0,0.0,0.5,Failure Predicted,Medium,Conveyor,0,Beloit,WI,3,20.03,83.058,72.715,3.032,10.556,65.665,71.255,0.469,95.464,4.271,3.032,0.8127
EV-00059,59,7,1,217.5,47.9,3,3.27,10.81,21.9,43.6,5,135.0,0.0,0.0,0.5,Failure Predicted,Medium,Conveyor,0,Beloit,WI,4,20.013,46.004,0.0,3.264,11.303,81.435,72.016,0.979,94.351,4.015,79.077,0.8439
EV-00059,59,7,1,217.5,47.9,3,3.27,10.81,21.9,43.6,5,135.0,0.0,1.0,1.0,Failure Predicted,Medium,Conveyor,0,Beloit,WI,5,30.787,45.646,55.341,1.635,3.243,80.229,77.988,0.529,92.075,4.011,31.107,0.8664
EV-00059,59,7,1,217.5,47.9,3,3.27,10.81,21.9,43.6,5,135.0,0.0,0.0,0.5,Failure Predicted,Medium,Conveyor,0,Beloit,WI,6,16.578,13.794,8.626,2.965,10.205,43.869,63.434,0.371,93.533,3.459,51.312,0.7974
EV-00059,59,7,1,217.5,47.9,3,3.27,10.81,21.9,43.6,5,135.0,0.0,0.0,0.5,Failure Predicted,Medium,Conveyor,0,Beloit,WI,7,79.151,60.0,262.765,1.308,4.324,55.133,64.327,0.099,100.0,2.856,151.417,0.7383
EV-00060,60,6,2,121.2,33.3,1,0.51,1.29,55.3,57.0,3,88.6,0.0,0.0,0.5,Failure Predicted,Low,Case Packer,0,Killingly,CT,1,47.021,59.895,58.883,0.44,0.946,89.506,72.932,1.109,97.236,5.0,41.72,0.8784
EV-00060,60,6,2,121.2,33.3,1,0.51,1.29,55.3,57.0,3,88.6,0.0,0.0,0.5,Failure Predicted,Low,Case Packer,0,Killingly,CT,2,53.046,104.057,55.666,0.289,0.647,73.339,75.094,0.54,95.832,3.166,118.578,0.8192
EV-00060,60,6,2,121.2,33.3,1,0.51,1.29,55.3,57.0,3,88.6,0.0,0.0,0.5,Failure Predicted,Low,Case Packer,0,Killingly,CT,3,17.965,77.543,26.246,0.419,1.281,74.392,69.011,0.568,96.102,3.947,68.146,0.8609
EV-00060,60,6,2,121.2,33.3,1,0.51,1.29,55.3,57.0,3,88.6,0.0,0.0,0.5,Failure Predicted,Low,Case Packer,0,Killingly,CT,4,14.969,12.521,77.112,0.485,1.102,70.144,68.112,0.624,94.544,3.49,40.01,0.8658
EV-00060,60,6,2,121.2,33.3,1,0.51,1.29,55.3,57.0,3,88.6,0.0,0.0,0.5,Failure Predicted,Low,Case Packer,0,Killingly,CT,5,59.246,59.246,121.641,0.459,1.161,65.837,62.713,1.24,91.051,3.382,180.531,0.7883
EV-00060,60,6,2,121.2,33.3,1,0.51,1.29,55.3,57.0,3,88.6,0.0,1.0,1.0,Failure Predicted,Low,Case Packer,0,Killingly,CT,6,18.724,20.248,76.298,0.433,1.123,55.001,64.034,0.044,97.161,2.918,9.223,0.8346
EV-00060,60,6,2,121.2,33.3,1,0.51,1.29,55.3,57.0,3,88.6,0.0,0.0,0.5,Failure Predicted,Low,Case Packer,0,Killingly,CT,7,88.229,120.0,36.028,0.204,0.516,45.139,61.859,0.327,93.614,1.226,250.581,0.7095
EV-00061,61,0,8,606.0,60.9,2,1.57,0.33,11.0,83.2,2,24.0,0.0,0.0,0.5,Working,High,Fryer,0,Beloit,WI,1,54.443,56.395,35.682,1.237,0.26,77.556,77.151,0.666,92.881,4.871,94.478,0.8628
EV-00061,61,0,8,606.0,60.9,2,1.57,0.33,11.0,83.2,2,24.0,0.0,0.0,0.5,Working,High,Fryer,0,Beloit,WI,2,44.054,70.6,72.656,1.004,0.19,61.414,76.429,0.606,92.581,3.402,73.104,0.8224
EV-00061,61,0,8,606.0,60.9,2,1.57,0.33,11.0,83.2,2,24.0,0.0,0.0,0.5,Working,High,Fryer,0,Beloit,WI,3,33.569,74.415,20.599,1.51,0.328,75.751,67.816,0.129,89.253,4.693,65.424,0.8584
EV-00061,61,0,8,606.0,60.9,2,1.57,0.33,11.0,83.2,2,24.0,0.0,0.0,0.5,Working,High,Fryer,0,Beloit,WI,4,12.333,34.078,54.087,1.385,0.334,80.364,64.043,0.986,91.575,3.998,54.62,0.8744
EV-00062,62,2,6,111.7,55.7,3,4.4,1.98,59.7,68.4,3,0.0,0.0,0.0,0.5,Failure Predicted,High,Seasoning Train,0,Topeka,KS,1,49.413,74.158,153.423,3.408,1.493,72.135,71.018,0.582,93.136,4.432,26.833,0.82
EV-00062,62,2,6,111.7,55.7,3,4.4,1.98,59.7,68.4,3,0.0,0.0,0.0,0.5,Failure Predicted,High,Seasoning Train,0,Topeka,KS,2,39.826,62.881,44.157,3.254,1.062,83.49,73.014,0.424,96.36,2.543,81.542,0.8418
EV-00062,62,2,6,111.7,55.7,3,4.4,1.98,59.7,68.4,3,0.0,0.0,0.0,0.5,Failure Predicted,High,Seasoning Train,0,Topeka,KS,3,13.916,108.219,83.386,4.377,1.663,69.913,66.194,0.425,99.019,3.388,46.098,0.8248
